"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Land area (sq. km)","AG.LND.TOTL.K2","","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844470","15844440","15844400","15844370","15844370","15844360","15844360","15844360","15844360","15844360","15844350","15844350","15844350","15844350","15844350","15844350","15844350","15844350","15844350","15845690","15845690","15845690","15845690","15845740","15845730","15845730","15845730","15845730","15831290","15831320.2","15830780.2","15830299.7","15830180.5","15830119.8","15830230","15830280","15830070","15830060.5","15830020.7","15830050.9","15829910.9","15829841.3","15829841.3","15833536.8","15899484.9","15899195.2","15899196.9","15899196.9","15899196.9",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Land area (sq. km)","AG.LND.TOTL.K2","","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23001604","23000614","23000614","23000724","23000724","22997034","22992224","22989244","22988924","22989614","22992119","22998942","22991762","22990861","22989685","22989749","22990189","22990267","22986624","22986276","22985384","22985379","22985443","22985525","22985375","22985394","22984919","23000119","23000133","23000146","22989284.3","22989284.3","22989284.3",
"Togo","TGO","Land area (sq. km)","AG.LND.TOTL.K2","","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390",
"Thailand","THA","Land area (sq. km)","AG.LND.TOTL.K2","","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890",
"Tajikistan","TJK","Land area (sq. km)","AG.LND.TOTL.K2","","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","138786","138790","138790","138790","138790","138790","138790",
"Turkmenistan","TKM","Land area (sq. km)","AG.LND.TOTL.K2","","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Land area (sq. km)","AG.LND.TOTL.K2","","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942192","19942332","19942202","19942202","19942202","19942202","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19942112","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913632","19913412","19913412","19913412","19913412","19913469","19913469","19913469",
"Timor-Leste","TLS","Land area (sq. km)","AG.LND.TOTL.K2","","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Land area (sq. km)","AG.LND.TOTL.K2","","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637960","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637920","8637730","8637710","8637710","8637770","8637780","8637780","8635270","8635260","8635260","8635260","8635068","8635068","8635069","8635069","8635069","8635069","8635069","8635069",
"Tonga","TON","Land area (sq. km)","AG.LND.TOTL.K2","","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720",
"South Asia (IDA & IBRD)","TSA","Land area (sq. km)","AG.LND.TOTL.K2","","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4779833","4772910","4772910","4772910","4772910","4772910","4772910","4773260","4773260","4773260","4773260","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4771577","4770760","4770787","4770787","4770754","4770754","4770754",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Land area (sq. km)","AG.LND.TOTL.K2","","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824544.271","23824144.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23823744.271","23722744.271","23722744.271","23722744.271","23722744.271","23722744.271","23722744.271","23722744.271","23722744.271","23722744.271","23722744.271","23722744.271","23852008.599","23852062.048","23852058.615","23852031.567","23852016.327","23852015.254","23852707.65","23852917.359","23852918.97","23852924.332","23852892.678","23852942.338","23852850.342","23852824.032","23852823.228","23852823.228","23852823.228",
"Trinidad and Tobago","TTO","Land area (sq. km)","AG.LND.TOTL.K2","","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130",
"Tunisia","TUN","Land area (sq. km)","AG.LND.TOTL.K2","","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360",
"Turkey","TUR","Land area (sq. km)","AG.LND.TOTL.K2","","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630",
"Tuvalu","TUV","Land area (sq. km)","AG.LND.TOTL.K2","","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30",
"Tanzania","TZA","Land area (sq. km)","AG.LND.TOTL.K2","","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800",
"Uganda","UGA","Land area (sq. km)","AG.LND.TOTL.K2","","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","200520","200520","200520","200520","200520","200520","200520","200520","200520","200520","200520",
"Ukraine","UKR","Land area (sq. km)","AG.LND.TOTL.K2","","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579340","579340","579340","579380","579360","579330","579320","579320","579320","579320","579320","579320","579290","579290","579290","579300","579400","579400","579400",
"Upper middle income","UMC","Land area (sq. km)","AG.LND.TOTL.K2","","53629114","53629114","53629114","53629114","53629114","53629114","53629114","53629114","53629114","53629114","53629114","53629114","53629114","53629114","53629244","53629244","53629234","53629234","53629234","53629234","53629234","53629224","53629224","53629224","53629224","53629224","53629224","53629224","53628234","53628234","53628524","53628524","53624834","53620024","53617094","53616694","53617384","53591479","53598302","53591112","53590211.2","53588035.2","53588158.7","53588469.5","53588536.8","53584914","53584606","53583744","53581249.5","53581313.7","53581868.9","53581514.9","53578923.3","53578622.3","53578707.4","53578663.5","53578427.8","53567577.2","53567577.2","53567577.2",
"Uruguay","URY","Land area (sq. km)","AG.LND.TOTL.K2","","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020",
"United States","USA","Land area (sq. km)","AG.LND.TOTL.K2","","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9161920","9161920","9161920","9161920","9161920","9161920","9161920","9161920","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420","9147420",
"Uzbekistan","UZB","Land area (sq. km)","AG.LND.TOTL.K2","","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","440591","440588","440587","440555","440555","440555",
"St. Vincent and the Grenadines","VCT","Land area (sq. km)","AG.LND.TOTL.K2","","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390",
"Venezuela, RB","VEN","Land area (sq. km)","AG.LND.TOTL.K2","","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050",
"British Virgin Islands","VGB","Land area (sq. km)","AG.LND.TOTL.K2","","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150",
"Virgin Islands (U.S.)","VIR","Land area (sq. km)","AG.LND.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350",
"Vietnam","VNM","Land area (sq. km)","AG.LND.TOTL.K2","","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","311060","311090","310550","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070","310070",
"Vanuatu","VUT","Land area (sq. km)","AG.LND.TOTL.K2","","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190",
"World","WLD","Land area (sq. km)","AG.LND.TOTL.K2","","129856789.698","129856769.698","129856779.698","129856779.698","129856769.698","129856759.698","129856749.698","129856739.698","129856739.698","129856729.698","129856719.698","129856619.698","129856549.698","129856079.698","129855559.698","129855349.698","129855209.698","129855209.698","129855179.698","129854909.698","129854989.698","129854759.698","129854719.698","129853230.698","129853130.698","129853230.698","129853140.698","129853130.698","129852140.698","129852140.698","129854050.698","129854110.698","129749400.698","129737657.698","129734777.698","129734336.698","129803675.698","129777669.698","129784451.698","129765381.698","129764265.898","129762074.898","129761969.398","129889503.526","129889492.275","129885400.642","129885204.194","129869133.154","129867501.481","129869706.677","129870230.186","129864695.497","129863403.119","129862977.905","129880684.495","129956634.129","129956069.099","129949282.714","129949282.714","129949282.714",
"Samoa","WSM","Land area (sq. km)","AG.LND.TOTL.K2","","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830",
"Kosovo","XKX","Land area (sq. km)","AG.LND.TOTL.K2","","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","","","",
"Yemen, Rep.","YEM","Land area (sq. km)","AG.LND.TOTL.K2","","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970",
"South Africa","ZAF","Land area (sq. km)","AG.LND.TOTL.K2","","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090",
"Zambia","ZMB","Land area (sq. km)","AG.LND.TOTL.K2","","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390",
"Zimbabwe","ZWE","Land area (sq. km)","AG.LND.TOTL.K2","","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850",
